datetime,open,high,low,close,volume,BB_MIDDLE,BB_UPPER,BB_LOWER,BBWIDTH,MACD,MACD_signal,RSI,BBp,ADX,DMIp,DMIm,STOCH_K,STOCH_D,WR,min1,max2,buy,sell,buy_sell,div,BBSQ,buyORsell,bOs_N
2021-05-30 15:00:00,35524.94,35806.96,35401.0,35676.86,2833.671972,,,,,55.08611566293985,58.79963571856502,58.373650366942805,,,,,,,,,,0.0,0.0,,0,0,-3,0.4470588235294118
2021-05-30 16:00:00,35676.86,35732.08,35100.0,35347.95,3148.13191,,,,,28.87805003902031,52.373733977449675,51.594841181020165,,,,,,,,,,0.0,0.0,,0,0,-1,0.47058823529411764
2021-05-30 17:00:00,35347.1,35646.45,35209.03,35477.0,2213.669268,,,,,16.34815786036779,44.74947043301666,53.85891197480325,,,,,,,,,,0.0,0.0,,0,0,-2,0.45882352941176474
2021-05-30 18:00:00,35477.0,35999.98,35300.0,35735.97,2966.743676,,,,,21.765947796666296,39.941300349124006,58.094781671991434,,100.0,56.7065339310951,0.0,64.65227118899,,-35.34772881101,,,0.0,0.0,,0,0,-4,0.43529411764705883
2021-05-30 19:00:00,35734.95,36000.0,35707.64,35819.67,2188.193049,,,,,30.54095563392184,37.9926700733989,59.39232992511265,,100.0,27.304873132307687,0.0,63.9960781567335,,-36.00392184326649,,,0.0,0.0,,0,0,-4,0.43529411764705883
2021-05-30 20:00:00,35817.23,36264.77,35814.71,36125.54,2967.689472,,,,,55.366425305030134,41.56805938196105,63.8031767399753,,100.0,33.6606379714661,0.0,79.13659126230365,69.26164686934239,-20.86340873769634,,,0.0,0.0,,0,0,-7,0.4
2021-05-30 21:00:00,36125.54,36284.44,36021.64,36077.59,1608.40812,,,,,70.64484953697684,47.51738430039298,62.6542278826314,,100.0,25.277615368085332,0.0,70.43155619596516,71.18807520500077,-29.568443804034832,,,0.0,0.0,,0,0,-6,0.4117647058823529
2021-05-30 22:00:00,36077.59,36350.0,35900.0,36050.0,2867.697945,,,,,79.73885531289852,54.079898244303735,61.962815252231856,,90.28196726251247,19.446479591681143,5.189131081650288,68.44380403458213,72.67065049761698,-31.556195965417867,,,0.0,0.0,,0,0,-6,0.4117647058823529
2021-05-30 23:00:00,36050.0,36205.0,35839.95,35940.45,1546.574089,,,,,78.73030222421949,59.082067902393185,59.170665267570115,,80.55878822897465,15.576764507650708,6.452306739149059,60.551152737751956,66.47550432276641,-39.44884726224805,,,0.0,0.0,,0,0,-5,0.4235294117647059
2021-05-31 00:00:00,35939.61,36048.3,35667.0,35741.03,1725.646246,35685.524,36503.274475271224,34867.77352472877,0.04583093555085399,64.0038404963052,60.07790362537642,54.3679019063559,0.5339382254602734,67.37017341448505,12.827770136132951,11.415026158479167,46.18371757925064,58.392891450528246,-53.81628242074936,,,0.0,0.0,,0,0,-4,0.43529411764705883
2021-05-31 01:00:00,35741.03,35820.0,35500.0,35641.27,1604.004424,35729.0815,36425.30424963284,35032.85875036716,0.03897232844526616,45.25861188089766,57.08645402387654,52.09011815199279,0.4369372086402581,59.19911895423567,10.779132725083016,14.948627764293404,38.99639769452426,48.577089337175615,-61.00360230547574,,,0.0,0.0,,0,0,-3,0.4470588235294118
2021-05-31 02:00:00,35641.26,36000.0,35200.0,35312.83,3371.935334,35757.136,36319.98156365143,35194.290436348565,0.03148157971328765,8.176049338631856,47.23165752324939,45.3531882772671,0.1053038091678444,56.26393919734801,9.197304940783122,21.055877171944143,15.333573487031826,33.50456292026891,-84.66642651296817,,,0.0,0.0,,0,0,-1,0.47058823529411764
2021-05-31 03:00:00,35312.82,35434.42,34727.91,34804.39,3468.140112,35731.075,36413.59411064819,35048.5558893518,0.03820311091385828,-55.222540785842284,26.61914305209827,37.308902236897936,-0.17887110085453642,56.57189034161772,7.942147982090388,30.352167647099126,4.345232346072989,19.55840117587636,-95.65476765392701,,,0.0,0.0,,0,0,2,0.5058823529411764
2021-05-31 04:00:00,34806.75,34975.0,34440.8,34720.0,3853.411187,35678.28,36496.136084676335,34860.42391532366,0.04584616100755618,-109.61257097151974,-0.7564774654049439,36.1624051647526,-0.08584879293233813,57.81176792080015,6.924473482978987,34.10720447863898,14.6239262518331,11.434244028312639,-85.3760737481669,,,0.0,0.0,,0,0,3,0.5176470588235295
2021-05-31 05:00:00,34727.52,34747.21,34250.55,34489.57,3437.378712,35602.842000000004,36562.44744053218,34643.23655946783,0.053906114603557626,-166.6355381636531,-34.05809957632,33.16545731554713,-0.0800675741180702,59.309386377092956,6.084814491373381,34.70124207314903,11.384886517897408,10.118015038601165,-88.61511348210259,,,0.0,0.0,,0,0,5,0.5411764705882353
2021-05-31 06:00:00,34489.58,34664.37,34153.84,34466.38,2677.09563,35542.72900000001,36627.45039545794,34458.00760454207,0.06103759761710669,-210.70051556426188,-69.49368024491663,32.870220233690986,0.0038592377236142243,60.772171438778486,5.381994481043035,33.02483161308395,14.231203555296535,13.413338775009015,-85.76879644470347,,,0.0,0.0,,0,0,5,0.5411764705882353
2021-05-31 07:00:00,34466.37,34688.74,34185.35,34447.34,3519.449009,35473.0595,36652.0816713995,34294.037328600505,0.06647423075528615,-243.9208691560416,-104.46367027485934,32.613515775272475,0.06501263297598606,61.70596954299099,5.343880792632481,29.371361660135214,13.364235756957576,12.993441943383841,-86.63576424304242,34447.34,,34447.34,0.0,1.0,0,0,5,0.5411764705882353
2021-05-31 08:00:00,34447.35,35115.27,34434.29,35040.94,3946.599314,35439.956999999995,36628.93150731114,34250.98249268885,0.06709796557095982,-224.53561201404227,-128.5245992279043,46.612129441414915,0.3322011962635074,58.31171054483946,14.187235841454312,26.244633508306357,40.39323182281821,22.662890378357442,-59.60676817718179,,,0.0,0.0,,0,0,0,0.4823529411764706
2021-05-31 09:00:00,35045.92,35975.0,34981.11,35850.17,6010.324686,35414.4935,36540.711644883224,34288.27535511677,0.06360210374790351,-148.46479419283423,-132.51881897658103,59.089207407678124,0.6934245607653458,53.43994525570499,29.332915580779712,23.5453088729249,77.24072927291267,43.66606561756282,-22.759270727087323,,,0.0,0.0,,0,0,-5,0.4235294117647059
2021-05-31 10:00:00,35850.17,36240.09,35588.08,36120.49,4694.039654,35444.272,36613.45944494403,34275.08455505597,0.06597328024928989,-67.72270388915058,-119.54353333347618,62.261989047522015,0.7891828863387993,50.020892753858135,31.24092790609452,21.19739684958851,89.54948637622023,69.06114915731705,-10.450513623779765,,,0.0,0.0,,0,0,-7,0.4
2021-05-31 11:00:00,36120.49,36384.99,35876.0,35929.8,4351.975493,35456.919,36642.062821215055,34271.77517878495,0.0668497915013458,-17.822644347041205,-99.17918766508778,58.797828579462745,0.6995036347213902,47.41900061139094,30.7004013611595,19.141770328299568,79.5984133742691,82.12954300780066,-20.401586625730893,,,0.0,0.0,,0,0,-5,0.4235294117647059
2021-05-31 12:00:00,35931.48,37030.0,35926.81,36882.95,8736.334823,35533.669,36877.31422538543,34190.02377461457,0.07562659658845977,91.53432890974364,-61.006240625604576,68.2937633762929,1.0020971959368774,46.44317828755806,37.77654846771535,17.331729891951415,94.88728026257223,88.01172667102053,-5.112719737427776,,,0.0,0.0,,0,0,-12,0.3411764705882353
2021-05-31 13:00:00,36883.75,37195.0,36750.0,36836.46,5165.136262,35601.642,37065.3944434872,34137.8895565128,0.0822294906222136,172.50930195222463,-14.273511724117611,67.47688830375427,0.921798783494497,45.85339609398369,36.757128781190005,15.729898569650407,88.2104197082692,87.56537111503685,-11.789580291730802,,,0.0,0.0,,0,0,-12,0.3411764705882353
2021-05-31 14:00:00,36836.46,37278.03,36605.0,36777.0,5044.905836,35653.6935,37208.74966880482,34098.63733119518,0.08723114023543273,229.40144937180594,34.4862046085375,66.38322661753043,0.8611787543543675,44.80508182723003,33.42981662129825,16.364145836003694,83.96288317932013,89.02019438338719,-16.03711682067987,,,0.0,0.0,,0,0,-12,0.3411764705882353
2021-05-31 15:00:00,36777.01,37062.57,36510.66,36721.28,5030.723894,35698.774,37324.74714831717,34072.80085168283,0.09109406100709067,267.07956061033474,81.0237536815419,65.31488292566311,0.8144289317010744,43.54210090654643,30.460393037309114,16.191306757460417,82.17938089552813,84.78422792770583,-17.820619104471866,,,0.0,0.0,,0,0,-11,0.35294117647058826
2021-05-31 16:00:00,36721.29,36853.94,36333.44,36620.39,4333.305783,35723.5165,37391.35463628713,34055.67836371287,0.09337480179405797,285.89004210810526,122.0103122655657,63.3275660237683,0.7688730640242414,41.79325411689017,27.800995903635346,17.21683754783908,78.95006385655165,81.69744264379996,-21.04993614344835,,,0.0,0.0,,0,0,-10,0.3647058823529412
2021-05-31 17:00:00,36620.39,37149.99,36580.01,36961.16,4167.824255,35767.695,37519.70784689475,34015.68215310525,0.09796621487041597,323.05678000034095,162.23004745275392,66.98187524021692,0.84059824450354,40.81418431051308,29.48529802544598,15.7371859940073,89.85753107205403,83.66232527471128,-10.142468927945968,,,0.0,0.0,,0,0,-13,0.32941176470588235
2021-05-31 18:00:00,36961.16,37457.07,36843.24,37117.24,6313.228329,35821.057,37671.51829996195,33970.59570003805,0.10331695683697717,360.26327344664605,201.84492033873383,68.52873296803827,0.850232398815001,40.4666581566678,31.114836390462802,14.404047408942905,89.71219079507023,86.17326190789197,-10.287809204929763,,,0.0,0.0,,0,0,-14,0.3176470588235294
2021-05-31 19:00:00,37117.21,37178.16,36673.41,36934.73,4003.907256,35870.771,37786.993522194185,33954.548477805816,0.10684033093095124,371.3497983553025,235.75152964383886,64.71104464166494,0.7776188536761661,39.567646351351776,28.51357180955184,15.450455154237508,84.18699273135701,87.91890486616042,-15.813007268642995,,,0.0,0.0,,0,0,-13,0.32941176470588235
2021-05-31 20:00:00,36935.81,36955.02,36600.2,36694.27,1919.115189,35918.433000000005,37868.194180259365,33968.671819740644,0.10856604909570303,357.39569442784705,260.08359688713796,59.970721958540956,0.6989569306885034,38.50063593672476,26.158448399943545,15.150025449937221,76.6850463976134,83.52807664134689,-23.31495360238659,,,0.0,0.0,,0,0,-11,0.35294117647058826
2021-05-31 21:00:00,36694.27,36871.38,36510.01,36863.67,1963.402273,35979.553,37968.96665097835,33990.13934902165,0.11058579026695242,355.354845025111,279.1398729255811,62.078248854368496,0.722205422076301,37.21315725732035,24.02171318997544,15.121042388834274,80.36906423887939,80.4137011226166,-19.630935761120615,,,0.0,0.0,,0,0,-12,0.3411764705882353
2021-05-31 22:00:00,36865.75,36980.76,36557.3,36675.06,1697.834605,36047.6645,38034.24148749939,34061.087512500606,0.11021945610370364,335.1847906211988,290.3498101006934,58.391999514042965,0.6579086800934238,36.29222371337546,23.575376606483506,13.898429063999432,68.41588717103659,75.15666593584312,-31.584112828963406,,,0.0,0.0,,0,0,-11,0.35294117647058826
2021-05-31 23:00:00,36677.85,37087.3,36623.01,36932.55,1483.171068,36154.072499999995,38087.526252987685,34220.618747012304,0.10695634650772418,335.39885994870565,299.3602332879217,61.73281225267059,0.7013178486418559,35.70808099977521,23.229159341137905,12.785164471539243,71.93564438547037,73.57353193179544,-28.064355614529635,,,0.0,0.0,,0,0,-13,0.32941176470588235
2021-06-01 00:00:00,36932.55,37250.0,36835.85,36879.23,2322.342402,36262.034,38096.94871053076,34427.119289469236,0.1012030770546828,327.6039917446833,305.00929254331464,60.64689111475486,0.6681811139389346,35.5572429820492,23.793299284891763,11.769876435620306,63.452598556673856,67.93471003772693,-36.54740144332614,,,0.0,0.0,,0,0,-12,0.3411764705882353
2021-06-01 01:00:00,36879.23,37499.0,36800.93,37253.81,2649.154183,36400.246,38083.14899560207,34717.34300439793,0.09246657264910066,346.7640432479311,313.3606064352598,65.26898561910667,0.7535986929224733,35.9315639454511,25.486266970562127,10.842616039161436,84.40455670116195,73.26426654776873,-15.595443298838052,,,0.0,0.0,,0,0,-15,0.3058823529411765
2021-06-01 02:00:00,37253.82,37894.81,37100.0,37798.31,5234.072735,36566.8425,38096.3714406099,35037.313559390095,0.08365660451048809,400.068349788693,330.7027593917812,70.6630142337265,0.9025643017610859,36.96956202828524,29.357402343087763,9.994643480526724,93.81953028430159,80.55889518071247,-6.180469715698411,,37798.31,0.0,37798.31,-1.0,0,0,-19,0.25882352941176473
2021-06-01 03:00:00,37798.32,37803.49,37160.0,37196.64,3154.434156,36704.3075,37886.531160803344,35522.08383919666,0.06441879666594127,390.43205717296223,342.6489519592631,59.64046695901364,0.7082230783917183,37.91993858611925,27.07689602325894,9.21825164056055,55.28478195430934,77.83628964659096,-44.71521804569066,,,0.0,0.0,,0,0,-15,0.3058823529411765
2021-06-01 04:00:00,37196.64,37296.08,36620.0,36850.0,3078.850158,36794.760500000004,37680.86975845228,35908.65124154773,0.04816496949082071,351.40430928150454,344.40006247478084,54.37768333867755,0.5311696889932513,36.64078446320021,24.986610176836646,16.1943906639838,33.08376617970111,60.72935947277068,-66.91623382029888,,,0.0,0.0,,0,0,-12,0.3411764705882353
2021-06-01 05:00:00,36850.0,37124.09,36478.0,36704.99,3179.701359,36837.5015,37606.49569660469,36068.50730339531,0.0417506163714545,305.4988990698621,336.61969098733147,52.29861563475144,0.41384102728923483,35.00490658462537,23.068755678654266,16.936757237588502,23.79640956339604,37.38831923246883,-76.20359043660396,,,0.0,0.0,,0,0,-11,0.35294117647058826
2021-06-01 06:00:00,36706.8,36957.69,36561.89,36748.01,1767.107527,36868.8775,37562.174204673145,36175.58079532686,0.03760877746674782,269.4163303369278,323.17882702282986,52.87427177581612,0.41283133239686776,33.50259338513059,21.307488431835143,15.643659499443332,19.057601230934456,25.3125923246772,-80.94239876906553,,,0.0,0.0,,0,0,-11,0.35294117647058826
2021-06-01 07:00:00,36748.02,37350.0,36710.4,37266.55,2603.445266,36935.715,37492.031525105434,36379.39847489456,0.030123501066944985,278.6829952344706,314.2795590534806,59.25668680966012,0.7973442141929037,33.00984468862785,25.157150223559572,14.455135540163495,55.65672179050149,32.83691086161067,-44.34327820949851,,,0.0,0.0,,0,0,-15,0.3058823529411765
2021-06-01 08:00:00,37264.66,37443.72,36710.19,36915.32,3002.411865,36937.3335,37493.19182754978,36381.47517245022,0.030097371676803923,255.21361248216272,302.4662618320093,53.92894784029309,0.48019864153422304,32.7430853106684,24.53487655444079,13.361879650539436,30.86652409285652,35.193615704764156,-69.13347590714348,,,0.0,0.0,,0,0,-13,0.32941176470588235
2021-06-01 09:00:00,36917.6,37171.09,36638.71,36831.58,2722.383175,36937.0895,37493.13851913706,36381.04048086295,0.03010789570396744,227.33953319215652,287.44080630539946,52.71208452013696,0.40512572060306606,32.235126748242294,22.687045416150102,13.324542654305258,24.956063268892958,37.15976971741699,-75.04393673110704,,,0.0,0.0,,0,0,-12,0.3411764705882353
2021-06-01 10:00:00,36831.58,36939.81,35902.43,36197.77,5806.787389,36908.128000000004,37552.59338201432,36263.66261798569,0.03492268055504272,153.08431881220167,260.5693517160604,44.52332277639352,-0.05112192200280976,29.90165107964576,20.984996677021282,21.465377585891726,14.823477449080844,23.548688270276774,-85.17652255091916,,,0.0,0.0,,0,0,-7,0.4
2021-06-01 11:00:00,36197.75,36362.98,35965.72,36231.51,2723.889997,36883.639500000005,37592.047685351325,36175.231314648685,0.03841313899358114,95.82603754862794,227.62053478737423,45.01303223268346,0.03972193328300329,27.75096993550987,19.416279171667455,19.860749570158454,16.516929501400448,18.765490073124752,-83.48307049859956,,,0.0,0.0,,0,0,-7,0.4
2021-06-01 12:00:00,36234.1,36593.41,36095.15,36439.6,2804.839551,36874.6,37601.523839230926,36147.67616076907,0.03942680540160041,66.27238265290362,195.35078362500704,48.05836317945303,0.2007939645642778,26.138682751944753,20.773911133817137,18.380995477923484,26.96122225679835,19.43387640242655,-73.03877774320165,,,0.0,0.0,,0,0,-9,0.3764705882352941
2021-06-01 13:00:00,36439.59,36761.96,36282.01,36596.62,2484.370825,36856.373,37592.38251787618,36120.363482123816,0.039939335206759706,54.74620116857113,167.22978296319621,50.29533405603963,0.32353964609755614,25.022887183150182,21.27205400287128,17.01569486060594,34.842248968570416,26.10680024225641,-65.15775103142958,,,0.0,0.0,,0,0,-10,0.3647058823529412
2021-06-01 14:00:00,36596.63,36597.26,36112.01,36164.95,3365.376983,36808.758499999996,37595.19535602657,36022.321643973424,0.042730963394300416,11.025472029978118,135.98884596937035,44.60764817592175,0.09068010669489386,23.545915855516473,19.696500978427846,17.791432878940075,13.176201327055939,24.993224184141567,-86.82379867294406,,,0.0,0.0,,0,0,-7,0.4
2021-06-01 15:00:00,36163.51,37440.0,35666.0,37039.69,10250.555776,36814.0065,37605.36823367651,36022.644766323494,0.0429924264655361,45.73875138400035,117.93879247526324,55.57186856330023,0.642591870693266,23.619526902782127,27.1954395467889,16.477145725480746,61.63333796958932,36.55059608840522,-38.36666203041068,,,0.0,0.0,,0,0,-13,0.32941176470588235
2021-06-01 16:00:00,37036.57,37289.86,36478.36,36636.71,4510.797149,36811.1285,37604.739193510235,36017.51780648976,0.043117976864536285,40.55860555468098,102.46273137415214,50.60262600044026,0.3901107927184514,23.687533996833707,25.19135710064271,15.262914256479624,45.41354579436629,40.074361697003845,-54.58645420563371,,,0.0,0.0,,0,0,-10,0.3647058823529412
2021-06-01 17:00:00,36634.42,36644.7,36025.46,36235.29,3903.095706,36779.709500000004,37613.30936345786,35946.10963654215,0.04532933374353363,4.287728415387392,82.827706709929,46.17340550402724,0.17345274161772534,22.71211461896835,23.33915128280586,18.933834670921424,32.02360326710621,46.35682901035394,-67.97639673289379,,,0.0,0.0,,0,0,-7,0.4
2021-06-01 18:00:00,36235.28,36479.99,35760.0,35875.57,4317.774876,36739.735,37665.992777386266,35813.477222613736,0.05042267057104603,-52.64522584850056,55.7330936239239,42.576916679146386,0.0335180869204029,21.271450203584298,21.626720483718184,20.33556776109063,11.788695632608036,29.74194823136018,-88.21130436739196,35875.57,,35875.57,0.0,1.0,0,0,-5,0.4235294117647059
2021-06-01 19:00:00,35871.69,36300.0,35716.66,36154.77,2880.592451,36700.846,37657.81911449674,35743.87288550325,0.05214992125776853,-74.53551425061596,29.679351606267275,46.086987813434476,0.2146858194197165,19.851271553295376,20.043010655360007,19.304123406907113,27.494206061696808,23.768834987137016,-72.5057939383032,,,0.0,0.0,,0,0,-7,0.4
2021-06-01 20:00:00,36154.64,36492.89,36087.95,36240.69,2494.576699,36668.919,37643.282419737334,35694.55558026267,0.053143831141427,-84.02630644190504,6.93820572178419,47.157463006747456,0.2802519104650702,18.91590686418483,20.6094565696442,17.89303675973219,32.327363139302136,23.87008827786899,-67.67263686069786,,,0.0,0.0,,0,0,-8,0.38823529411764707
2021-06-01 21:00:00,36240.46,36240.49,35726.36,35973.87,3225.508932,36604.922000000006,37585.64758107392,35624.19641892609,0.05358435573630863,-111.65477750916034,-16.780402835134225,44.221026434881296,0.17827289703762594,17.781577115458152,19.105463424616236,20.43890197053999,17.318250343136288,25.71327318137841,-82.68174965686372,,,0.0,0.0,,0,0,-6,0.4117647058823529
2021-06-01 22:00:00,35973.86,36339.6,35873.08,36327.05,1999.820832,36531.359,37340.96778024423,35721.75021975576,0.04432404391220345,-104.01473849094327,-34.22727697530749,48.76849505623826,0.3738223911440535,16.515299023812915,18.797644029034757,18.949659508294136,37.263246899661944,28.96962012736679,-62.73675310033805,,,0.0,0.0,,0,0,-8,0.38823529411764707
2021-06-01 23:00:00,36327.05,36474.55,36040.11,36418.77,1772.288919,36492.4655,37239.852341017024,35745.07865898297,0.04096115901059222,-89.56550541113393,-45.2949262194781,49.91057850026632,0.4506978876563316,15.582629819154162,18.919839825466788,17.570905828841585,42.433483652761936,32.338326965186724,-57.566516347238064,,,0.0,0.0,,0,0,-9,0.3764705882352941
2021-06-02 00:00:00,36418.77,36590.53,36213.8,36433.69,1811.947807,36471.65,37200.058014349495,35743.24198565051,0.039943792745844725,-76.0398439738492,-51.44391135131842,50.10542987221975,0.47394317521760154,14.992656993446019,18.92246427142158,16.294166854206612,43.27452085682088,40.99041713641492,-56.72547914317912,,,0.0,0.0,,0,0,-9,0.3764705882352941
2021-06-02 01:00:00,36433.69,36800.0,36428.42,36693.09,2140.033637,36471.055,37198.67949186242,35743.43050813758,0.0399014775888672,-43.97841287084157,-49.95081134811019,53.492805991281536,0.6525752654584765,14.922313786321848,20.04128664297443,15.111657082357063,57.896843291995296,47.86828260052604,-42.103156708004704,,,0.0,0.0,,0,0,-11,0.35294117647058826
2021-06-02 02:00:00,36694.85,36900.0,36059.12,36179.39,2792.547517,36442.623999999996,37169.11891909415,35716.12908090584,0.03987061519467727,-59.16368992890057,-51.793387367465,46.72723443875963,0.318832869245517,13.910089502635845,18.588500713804123,18.235503304099268,28.939684329199515,43.37034949267189,-71.06031567080049,,,0.0,0.0,,0,0,-7,0.4
2021-06-02 03:00:00,36179.38,36299.47,35920.0,36292.17,1757.999958,36393.905,37010.06238828403,35777.74761171597,0.03386047132254872,-61.42441617187433,-53.71959338191333,48.274002494400676,0.41744398271087224,13.161688811732,17.2424549988846,18.52095882627023,35.297068771138576,40.71119879744446,-64.70293122886143,,,0.0,0.0,,0,0,-8,0.38823529411764707
2021-06-02 04:00:00,36292.17,36550.0,36230.0,36268.41,1463.206921,36361.559499999996,36928.41377799683,35794.70522200316,0.031178766026073987,-64.38362614637299,-55.852400159416035,47.95807984189184,0.41783646731116975,12.56174896601315,18.93967807187824,17.181122738520603,33.957722660654085,32.73149192033073,-66.04227733934592,,,0.0,0.0,,0,0,-8,0.38823529411764707
2021-06-02 05:00:00,36267.67,36685.0,36267.08,36472.39,1989.76496,36343.6,36868.997328504964,35818.20267149503,0.028912784011763563,-49.75087560069369,-54.632095144861076,50.92724098940226,0.6225643841456874,12.371212689520158,19.452128488758582,15.939346355216097,48.037757437070766,39.09751628962115,-51.96224256292923,,,0.0,0.0,,0,0,-9,0.3764705882352941
2021-06-02 06:00:00,36472.38,36767.44,36472.38,36665.05,1930.591246,36366.964,36906.42715604755,35827.500843952446,0.029667758686018092,-22.39883098273276,-48.18544187793184,53.61884207974329,0.7762802210478733,12.430524962472491,19.283192448703016,14.78829513805483,80.14518228066339,54.046887459462745,-19.854817719336605,,,0.0,0.0,,0,0,-11,0.35294117647058826
2021-06-02 07:00:00,36662.22,36921.0,36487.66,36808.49,2488.19277,36395.813,36965.632821203115,35825.99317879689,0.03131238316908118,10.694789556400792,-36.40939495610211,55.57265933843533,0.8621118331130296,12.921545473198801,20.25703732079661,13.72120506675713,90.65795373399519,72.94696448390978,-9.342046266004813,,,0.0,0.0,,0,0,-12,0.3411764705882353
2021-06-02 08:00:00,36808.49,36989.0,36661.53,36734.54,2448.940769,36410.56,37000.07696283808,35821.043037161915,0.03238164767793095,30.616642940549355,-23.00418679852591,54.302624140943394,0.774784289870373,13.575419925732241,19.909664863069676,12.731835236853028,80.00062876275211,83.60125492580356,-19.999371237247892,,,0.0,0.0,,0,0,-11,0.35294117647058826
2021-06-02 09:00:00,36734.54,37400.0,36731.03,37220.0,5591.509934,36441.729,37130.268773537675,35753.189226462324,0.037788534870981313,84.50548048532073,-1.5022525997521088,60.65887852585649,1.065160525151141,15.191435201511899,25.107096872241407,11.8144248061422,89.24499892449988,86.63452714041573,-10.755001075500111,,,0.0,0.0,,0,0,-15,0.3058823529411765
2021-06-02 10:00:00,37219.99,37473.29,37065.0,37371.01,3634.601704,36502.032,37292.25393680946,35711.81006319054,0.04329742173309471,137.78013299804297,26.35422528884028,62.41039686164981,1.0498316102869296,16.843656250858697,24.480364634592565,10.963653837009415,94.14515750488006,87.79692839737736,-5.854842495119943,,,0.0,0.0,,0,0,-16,0.29411764705882354
2021-06-02 11:00:00,37371.64,37538.07,37169.26,37270.26,3172.904914,36513.5605,37342.584133527096,35684.5368664729,0.045409082114963646,169.92772810804308,55.06892648686191,60.47587283526993,0.9563799326085617,18.51606624778913,23.78687638588505,10.174607635690721,83.9152187100224,89.10179171313412,-16.0847812899776,,,0.0,0.0,,0,0,-15,0.3058823529411765
2021-06-02 12:00:00,37270.26,37294.54,37042.7,37151.17,2548.990591,36539.283500000005,37415.00605869152,35663.56094130849,0.047933209127733196,183.69546648218966,80.79423494045432,58.18021361780266,0.8493609328245808,19.420460462256276,22.075877314776488,11.604804450631184,76.0887971472185,84.71639112070699,-23.911202852781493,,,0.0,0.0,,0,0,-14,0.3176470588235294
2021-06-02 13:00:00,37148.02,37369.2,36851.45,37203.08,3485.806389,36587.672999999995,37498.902403229295,35676.443596770696,0.049810732878764905,196.52130447003583,103.93964917352586,58.91235828908023,0.8376795117777532,19.379216183520235,20.488747494274147,13.990516152862877,79.29694018182167,79.76698534635419,-20.703059818178325,,,0.0,0.0,,0,0,-15,0.3058823529411765
2021-06-02 14:00:00,37203.08,37450.75,37170.38,37276.59,2547.700014,36657.724,37553.73662543745,35761.711374562554,0.04888533862262961,210.18379252177692,125.18847808345402,59.98083053173162,0.8453444641462803,19.584531556501947,20.411291726636925,12.9851459734628,83.84000692182642,79.74191475028886,-16.159993078173578,,,0.0,0.0,,0,0,-15,0.3058823529411765
2021-06-02 15:00:00,37276.58,37800.0,37058.61,37539.04,5254.229145,36726.9375,37671.88845529381,35781.98654470619,0.05145819497167771,239.3954041849065,148.02986351037356,63.61845608679742,0.9297061638228072,20.632040702026295,24.56313858118199,12.052425716538654,86.11914893617026,83.08536534660612,-13.880851063829741,,,0.0,0.0,,0,0,-17,0.2823529411764706
