datetime,open,high,low,close,volume,BB_MIDDLE,BB_UPPER,BB_LOWER,BBWIDTH,MACD,MACD_signal,RSI,BBp,ADX,DMIp,DMIm,STOCH_K,STOCH_D,OBV,buy_sell
2019-07-29 06:00:00,9636.62,9684.7,9570.0,9625.95,2964.951733,9655.136,10051.704997933657,9258.567002066344,0.08214674509683895,-26.798091129045133,-34.260568605011585,49.347638264939015,0.4632018637966219,40.48104115156422,18.573745445185182,28.714274866567475,45.02959967176609,42.68832750457511,-3730.362418000005,0.0
2019-07-29 10:00:00,9624.79,9650.0,9395.0,9484.96,5156.200126,9644.534,10047.673609220063,9241.394390779937,0.08359960351014636,-31.12475506831288,-33.62756749291523,40.421349633631436,0.30208593208104567,40.69350546668366,15.60745673105053,38.03693207938146,33.55461171412085,41.61196550523837,-8886.562544000004,0.0
2019-07-29 14:00:00,9484.51,9635.96,9470.21,9539.64,4963.283595,9633.298,10034.899232835181,9231.69676716482,0.08337772439618929,-30.43591046868096,-32.984491021231186,44.60629547413479,0.383394282260036,40.85755692596847,13.317076852715374,32.4550473835299,40.589382448537314,39.72453127814142,-3923.278949000004,0.0
2019-07-29 18:00:00,9538.24,9693.98,9411.31,9487.63,6286.06496,9618.0975,10017.471414435557,9218.723585564443,0.08304634350723868,-33.074310235650046,-33.002561533592335,41.61221772075338,0.33665996290169203,41.79376178593744,11.499694283718112,32.49108350050099,57.20390070921971,43.7826316239593,-10209.343909000003,0.0
2019-07-29 22:00:00,9489.81,9549.0,9450.0,9507.64,2928.00246,9603.778999999999,9997.085629965393,9210.472370034604,0.08190663903561186,-33.357488137591645,-33.07388366362857,43.19208528704364,0.377781109349138,42.55283164197113,10.026170289137893,28.32780837624976,60.75177304964529,52.84835206913411,-7281.341449000003,0.0
2019-07-30 02:00:00,9509.07,9539.0,9402.0,9441.29,4672.858897,9583.8935,9967.215020577562,9200.571979422439,0.07999285897272572,-37.7971678407157,-34.022122845389745,39.38647478257469,0.31398970271074983,43.74676526293234,8.810400735635053,28.20725455593489,48.98758865248242,55.647754137115804,-11954.200346000003,1.0
2019-07-30 06:00:00,9441.04,9530.0,9427.0,9501.29,4053.532637,9567.758,9935.369984605048,9200.146015394952,0.07684391361174642,-36.59728970845754,-34.53871752963345,44.17644346333093,0.4095948951835584,44.74612386946989,7.792764792121528,24.9492056924077,59.625886524822846,56.45508274231685,-7900.667709000003,0.0
2019-07-30 10:00:00,9501.29,9564.86,9450.0,9522.9,5037.475534,9538.753,9806.535572610097,9270.970427389904,0.05614624314312287,-33.70300763322666,-34.37117044636215,45.836630449380095,0.470399492682663,44.35626454410527,9.235319954083876,22.18912581024302,63.457446808510575,57.35697399527194,-2863.192175000003,0.0
2019-07-30 14:00:00,9524.81,9714.28,9514.0,9682.35,8374.953576,9520.104000000001,9655.768642160841,9384.439357839161,0.028500663892083576,-19.652007534316,-31.421632628073787,56.189720028665526,1.0979671542112086,40.32884607601076,17.398349244774884,19.826982538229675,91.72872340425539,71.60401891252961,5511.761400999997,0.0
2019-07-30 18:00:00,9684.58,9714.0,9502.21,9598.52,6489.707589,9523.7395,9663.87133664339,9383.60766335661,0.029427902063761776,-14.503434389323957,-28.032748936811455,50.70248948846912,0.7668219506403232,37.043713810261,15.608886545037532,18.4674109299861,76.86524822695043,77.3504728132388,-977.9461880000026,0.0
