datetime,open,high,low,close,volume,BB_MIDDLE,BB_UPPER,BB_LOWER,BBWIDTH,MACD,MACD_signal,RSI,BBp,ADX,DMIp,DMIm,STOCH_K,STOCH_D,min,max,RSImin,RSImax,MACD_cross
2021-05-30 16:00:00,35676.86,35732.08,35100.0,35347.95,3148.13191,35050.5395,36569.55986883851,33531.51913116149,0.08667600502060792,250.49719930710125,236.4385737495282,52.976278731601965,0.5978954943926814,76.82421356824068,19.141416058383825,12.329373359384343,61.84571619812574,68.2594973367613,35347.95,,52.976278731601965,,
2021-05-30 17:00:00,35347.1,35646.45,35209.03,35477.0,2213.669268,35123.118,36573.04903155904,33673.18696844096,0.08256277427072624,229.2204870042333,234.9905801082202,54.510487262563274,0.6220340803450097,70.45086719055465,16.930507204718122,10.90528223481608,62.59420820707492,66.11662109743422,,,,,DOWN
2021-05-30 18:00:00,35477.0,35999.98,35300.0,35735.97,2966.743676,35198.207500000004,36609.3312125948,33787.08378740521,0.08018156677977396,228.32077710490557,233.65338637148892,57.50664421309602,0.6905440661227183,66.80410275320278,21.33084814195791,9.698853041168313,64.65227118899,63.03073186473022,,,,,
2021-05-30 19:00:00,35734.95,36000.0,35707.64,35819.67,2188.193049,35256.687,36669.1061991734,33844.267800826594,0.08012206020227619,230.94300993780053,233.11026052657965,58.458982166873355,0.6992974183335503,63.68319845307234,19.060427412173297,8.666361691425003,63.9960781567335,63.74751918426614,,,,,
2021-05-30 20:00:00,35817.23,36264.77,35814.71,36125.54,2967.689472,35339.572,36751.63547360835,33927.50852639165,0.07991401104735237,252.35236581908248,236.96464595764516,61.825917529651775,0.7783047698243896,61.998349650437454,21.7327619718973,7.77500523162206,79.13659126230365,69.26164686934239,,36125.54,,61.825917529651775,UP
2021-05-30 21:00:00,36125.54,36284.44,36021.64,36077.59,1608.40812,35413.194,36817.55010798609,34008.837892013915,0.07931259224943608,262.65433510259027,242.1089521292183,60.99134844544468,0.7365482644401241,60.6020115799011,19.919920698864523,6.999690354108584,70.43155619596516,71.18807520500077,,,,,
2021-05-30 22:00:00,36077.59,36350.0,35900.0,36050.0,2867.697945,35522.896499999995,36746.166200146174,34299.62679985382,0.06887218220767434,265.6394831477228,246.8197236550694,60.48541873214195,0.715448604644183,58.1976570595658,17.988177967381276,8.502312321078465,68.44380403458213,72.67065049761698,,,,,
2021-05-30 23:00:00,36050.0,36205.0,35839.95,35940.45,1546.574089,35625.0245,36591.074388577144,34658.974611422855,0.0542343424115902,256.8349464768762,248.82435645316184,58.413463933515814,0.6632552851201995,55.52186948997687,16.287220901302042,8.789268496004848,60.551152737751956,66.47550432276641,,,,,
2021-05-31 00:00:00,35939.61,36048.3,35667.0,35741.03,1725.646246,35685.524,36503.27447527117,34867.77352472882,0.04583093555085114,232.21887980673637,245.50115479458813,54.73762440426756,0.5339382254602755,51.67583266403712,14.781925079385456,11.1722324840206,46.18371757925064,58.392891450528246,,,,,DOWN
2021-05-31 01:00:00,35741.03,35820.0,35500.0,35641.27,1604.004424,35729.0815,36425.304249632776,35032.858750367224,0.038972328445262494,202.86519756652706,236.96963735569503,52.94279626210947,0.43693720864025215,47.08189749988958,13.44384235382672,13.197093729029277,38.99639769452426,48.577089337175615,,,,,
2021-05-31 02:00:00,35641.26,36000.0,35200.0,35312.83,3371.935334,35757.136,36319.98156365135,35194.290436348645,0.031481579713283164,152.98922636210045,220.16673909167375,47.42883547693299,0.10530380916778827,44.35492326737012,12.249684964418499,17.049325661116555,15.333573487031826,33.5045629202689,,,,,
2021-05-31 03:00:00,35312.82,35434.42,34727.91,34804.39,3468.140112,35731.075,36413.59411064812,35048.555889351876,0.038203110913854206,73.97886192449369,190.91967244247,40.41207987243223,-0.1788711008546088,43.55888537997857,11.180205097796952,23.346425650378606,4.345232346072989,19.558401175876355,,,,,
2021-05-31 04:00:00,34806.75,34975.0,34440.8,34720.0,3853.411187,35678.280000000006,36496.13608467629,34860.42391532372,0.045846161007553315,4.938399356855371,153.71375861787357,39.37094804861858,-0.08584879293237906,43.621552766603095,10.219354546750797,26.46705690666069,14.6239262518331,11.434244028312634,,,,,
2021-05-31 05:00:00,34727.52,34747.21,34250.55,34489.57,3437.378712,35602.842,36562.44744053213,34643.23655946786,0.05390611460355518,-66.61808589298744,109.63823558771067,36.59833915121877,-0.08006757411809279,44.10083136710089,9.3536460353362,27.52927194691569,11.384886517897408,10.11801503860116,,,,,
2021-05-31 06:00:00,34489.58,34664.37,34153.84,34466.38,2677.09563,35542.729,36627.4503954579,34458.0076045421,0.06103759761710466,-123.61917018962413,62.979001837273344,36.32112306949471,0.0038592377236009385,44.73542192965675,8.571661909539662,26.915472955995213,14.231203555296535,13.41333877500901,,,,,
2021-05-31 07:00:00,34466.37,34688.74,34185.35,34447.34,3519.449009,35473.059499999996,36652.081671399465,34294.03732860053,0.06647423075528452,-168.26992455594882,16.72306809041817,36.07948340020074,0.06501263297597841,45.15185812169317,8.279750022274367,24.692347040282737,13.364235756957576,12.993441943383836,34447.34,,36.07948340020074,,
2021-05-31 08:00:00,34447.35,35115.27,34434.29,35040.94,3946.599314,35439.957,36628.93150731112,34250.98249268888,0.06709796557095817,-155.79974243570177,-17.78516355941333,47.750369247056256,0.33220119626350025,43.173500671188926,14.825558807761144,22.67536933078534,40.39323182281821,22.662890378357435,,,,,
2021-05-31 09:00:00,35045.92,35975.0,34981.11,35850.17,6010.324686,35414.4935,36540.711644883195,34288.2753551168,0.06360210374790186,-82.04786775979301,-30.63879786576559,58.79550196249702,0.6934245607653508,40.67606056172979,26.680376986399207,20.841950180407125,77.24072927291267,43.666065617562815,,,,,
2021-05-31 10:00:00,35850.17,36240.09,35588.08,36120.49,4694.039654,35444.272,36613.459444944,34275.084555056,0.06597328024928825,-2.5285871141022653,-25.016373073029666,61.70750774854331,0.7891828863388065,38.97503720896793,28.425472258857404,19.172509334479635,89.54948637622023,69.06114915731705,,,,,UP
2021-05-31 11:00:00,36120.49,36384.99,35876.0,35929.8,4351.975493,35456.919,36642.062821215026,34271.77517878498,0.06684979150134417,45.02729805213312,-11.006876098430727,58.56332517236241,0.6995036347213951,37.708074217500005,28.206424183447627,17.6499931878025,79.5984133742691,82.12954300780066,,,,,
2021-05-31 12:00:00,35931.48,37030.0,35926.81,36882.95,8736.334823,35533.668999999994,36877.314225385395,34190.023774614594,0.07562659658845815,155.58101791238732,22.31215395216925,67.48218152866963,1.002097195936891,37.548276803295735,34.29840380454309,16.259482440273523,94.88728026257223,88.01172667102053,,,,67.48218152866963,
2021-05-31 13:00:00,36883.75,37195.0,36750.0,36836.46,5165.136262,35601.642,37065.394443487174,34137.889556512826,0.08222949062221196,236.76413699865952,65.20404512574254,66.72776047680148,0.9217987834945054,37.618225818015894,33.70778777592353,14.987870969650864,88.2104197082692,87.56537111503685,,,,,
2021-05-31 14:00:00,36836.46,37278.03,36605.0,36777.0,5044.905836,35653.6935,37208.7496688048,34098.637331195205,0.0872311402354315,293.00618837989896,110.76574385136644,65.71584365690745,0.8611787543543726,37.27536056221761,31.089340062052766,15.589789650776996,83.96288317932013,89.02019438338719,,,,,
2021-05-31 15:00:00,36777.01,37062.57,36510.66,36721.28,5030.723894,35698.774,37324.74714831714,34072.800851682856,0.09109406100708903,329.35851747994457,154.4852735551742,64.72527842835447,0.81442893170108,36.70207245415526,28.689301023217002,15.499354442844506,82.17938089552813,84.78422792770583,,,,,
2021-05-31 16:00:00,36721.29,36853.94,36333.44,36620.39,4333.305783,35723.5165,37391.3546362871,34055.6783637129,0.09337480179405634,346.18647864875675,192.82619859885077,62.87716905790385,0.768873064024246,35.67837344886309,26.48724541712714,16.45405593858786,78.95006385655165,81.69744264379996,,,,,
2021-05-31 17:00:00,36620.39,37149.99,36580.01,36961.16,4167.824255,35767.695,37519.70784689473,34015.68215310527,0.09796621487041475,382.0549916749151,230.67249737448964,66.37000698677667,0.8405982445035444,35.22746747568916,28.083835807610658,15.19781176982327,89.85753107205403,83.66232527471128,,,,,
2021-05-31 18:00:00,36961.16,37457.07,36843.24,37117.24,6313.228329,35821.057,37671.51829996193,33970.59570003807,0.10331695683697595,418.0046364525915,268.13935298597585,67.8615404086255,0.8502323988150051,35.26502291186761,29.651768334232482,14.043161004271717,89.71219079507023,86.17326190789197,,37117.24,,67.8615404086255,
2021-05-31 19:00:00,37117.21,37178.16,36673.41,36934.73,4003.907256,35870.77099999999,37786.993522194156,33954.54847780583,0.10684033093095005,427.0737834154497,299.92652942818575,64.27189610458564,0.7776188536761712,34.80696350691483,27.40917640009963,15.017092458040448,84.18699273135701,87.91890486616042,,,,,
2021-05-31 20:00:00,36935.81,36955.02,36600.2,36694.27,1919.115189,35918.433,37868.194180259336,33968.67181974066,0.10856604909570183,410.4175971647928,322.02490445956363,59.784857917740815,0.6989569306885075,34.16952254801866,25.34486890237801,14.775788555792325,76.6850463976134,83.52807664134689,,,,,
2021-05-31 21:00:00,36694.27,36871.38,36510.01,36863.67,1963.402273,35979.553,37968.96665097833,33990.13934902167,0.1105857902669512,405.999498382349,338.8199214278999,61.80773420696376,0.7222054220763034,33.3070991769059,23.443422443952485,14.777245425441945,80.36906423887939,80.4137011226166,,,,,
2021-05-31 22:00:00,36865.75,36980.76,36557.3,36675.06,1697.834605,36047.6645,38034.24148749937,34061.08751250063,0.11021945610370243,383.05886978141643,347.6677524781858,58.29193410627452,0.6579086800934256,32.72979843507488,23.073993502763106,13.672583655102747,68.41588717103659,75.15666593584312,36675.06,,58.29193410627452,,
2021-05-31 23:00:00,36677.85,37087.3,36623.01,36932.55,1483.171068,36154.072499999995,38087.52625298766,34220.618747012326,0.10695634650772297,380.99890005202906,354.3340069343734,61.51078418466438,0.7013178486418581,32.421821630770694,22.789309680447168,12.653887883143428,71.93564438547037,73.57353193179544,,,,,
2021-06-01 00:00:00,36932.55,37250.0,36835.85,36879.23,2322.342402,36262.034,38096.94871053074,34427.11928946926,0.1012030770546816,370.83101788347994,357.6334189998476,60.47006021710861,0.6681811139389368,32.47846641727497,23.349651681642737,11.713984439988105,63.452598556673856,67.93471003772693,,,,,
2021-06-01 01:00:00,36879.23,37499.0,36800.93,37253.81,2649.154183,36400.246,38083.14899560204,34717.34300439796,0.09246657264909905,388.1939736357235,363.7455445626558,64.95585030844043,0.7535986929224777,32.99411936904896,24.974142491722514,10.8463670669683,84.40455670116195,73.26426654776873,,,,,
2021-06-01 02:00:00,37253.82,37894.81,37100.0,37798.31,5234.072735,36566.8425,38096.37144060987,35037.313559390124,0.0836566045104865,440.3700274450457,379.07047049585964,70.24215564754944,0.9025643017610936,34.110425483691635,28.66851113343243,10.045125199895589,93.81953028430159,80.55889518071247,,37798.31,,70.24215564754944,
2021-06-01 03:00:00,37798.32,37803.49,37160.0,37196.64,3154.434156,36704.3075,37886.531160803315,35522.08383919669,0.06441879666593969,428.66141869153944,388.98867533460026,59.55212108972885,0.7082230783917234,35.14174806024565,26.555875306355215,9.304881268635851,55.28478195430934,77.83628964659096,,,,,
2021-06-01 04:00:00,37196.64,37296.08,36620.0,36850.0,3078.850158,36794.7605,37680.86975845223,35908.65124154776,0.048164969490818346,387.18019230559,388.626978285359,54.414080025742926,0.5311696889932569,34.12842657472112,24.603342676069648,15.942762379694422,33.08376617970111,60.72935947277068,,,,,DOWN
2021-06-01 05:00:00,36850.0,37124.09,36478.0,36704.99,3179.701359,36837.5015,37606.49569660464,36068.50730339536,0.04175061637145174,338.78964931675,378.65950271556557,52.37818788685897,0.4138410272892291,32.763412512032644,22.79815613571552,16.670864713698847,23.79640956339604,37.38831923246883,,,,,
2021-06-01 06:00:00,36706.8,36957.69,36561.89,36748.01,1767.107527,36868.8775,37562.17420467309,36175.58079532692,0.03760877746674466,300.4221264446023,363.012015183764,52.94071816915504,0.41283133239686043,31.50100460154739,21.128662882322832,15.450068786078146,19.057601230934456,25.3125923246772,,,,,
2021-06-01 07:00:00,36748.02,37350.0,36710.4,37266.55,2603.445266,36935.715000000004,37492.03152510537,36379.39847489464,0.03012350106694104,308.023566373784,352.0143185184019,59.19715389431845,0.797344214192936,31.1626602460011,24.845611880691642,14.320704592614264,55.65672179050149,32.83691086161067,,,,,
2021-06-01 08:00:00,37264.66,37443.72,36710.19,36915.32,3002.411865,36937.3335,37493.19182754971,36381.47517245029,0.030097371676799982,282.62149758529995,338.13574736240525,53.9638204769894,0.4801986415342204,31.02517939185889,24.26791846104647,13.27563863143865,30.86652409285652,35.193615704764156,,,,,
2021-06-01 09:00:00,36917.6,37171.09,36638.71,36831.58,2722.383175,36937.089499999995,37493.13851913698,36381.04048086301,0.030107895703963505,252.85594428543118,321.07977989503974,52.766091544784985,0.4051257206030602,30.650886881274523,22.499681855449815,13.245800669138452,24.956063268892958,37.15976971741699,,,,,
2021-06-01 10:00:00,36831.58,36939.81,35902.43,36197.77,5806.787389,36908.128,37552.59338201425,36263.66261798574,0.034922680555039574,176.36345588716358,292.13650579145485,44.68250364827648,-0.05112192200285389,28.469961756770495,20.862632961186815,21.146675930467293,14.823477449080844,23.548688270276774,,,44.68250364827648,,
2021-06-01 11:00:00,36197.75,36362.98,35965.72,36231.51,2723.889997,36883.639500000005,37592.04768535127,36175.23131464874,0.03841313899357798,117.10421019112255,257.13003767087235,45.16410186919961,0.03972193328296547,26.45040442124953,19.34671016958379,19.61011397928513,16.516929501400448,18.765490073124752,,,,,
2021-06-01 12:00:00,36234.1,36593.41,36095.15,36439.6,2804.839551,36874.6,37601.52383923087,36147.67616076913,0.03942680540159725,85.86696724148351,222.87741653963906,48.161638110482535,0.20079396456425386,24.995310496799902,20.674152510260193,18.186957360411952,26.96122225679835,19.43387640242655,,,,,
2021-06-01 13:00:00,36439.59,36761.96,36282.01,36596.62,2484.370825,36856.373,37592.382517876125,36120.363482123874,0.03993933520675655,72.8881013598002,192.87954856750846,50.36640977447435,0.3235396460975422,24.002706293341305,21.167534419965385,16.868591118846858,34.842248968570416,26.10680024225641,,,,,
2021-06-01 14:00:00,36596.63,36597.26,36112.01,36164.95,3365.376983,36808.7585,37595.195356026525,36022.32164397348,0.04273096339429764,27.589181088769692,159.8214707199833,44.73356898706797,0.09068010669486273,22.652594558492,19.634733607243195,17.637658337973345,13.176201327055939,24.993224184141567,,,,,
2021-06-01 15:00:00,36163.51,37440.0,35666.0,37039.69,10250.555776,36814.0065,37605.36823367646,36022.644766323545,0.04299242646553334,61.31123274251149,140.11942104962094,55.57578481215404,0.6425918706932752,22.786517172445002,26.982796059814262,16.361721634788427,61.63333796958932,36.55059608840522,,37039.69,,55.57578481215404,
2021-06-01 16:00:00,37036.57,37289.86,36478.36,36636.71,4510.797149,36811.128500000006,37604.73919351019,36017.51780648982,0.04311797686453351,54.993292882310925,123.09419398178639,50.64638266416774,0.39011079271843974,22.910638280032547,25.032597611637396,15.17916797834257,45.41354579436629,40.074361697003845,,,,,
2021-06-01 17:00:00,36634.42,36644.7,36025.46,36235.29,3903.095706,36779.7095,37613.30936345781,35946.10963654218,0.045329333743531264,17.494469714052684,101.97424770475808,46.24606871417495,0.1734527416177126,22.018289353460098,23.22488220678617,18.7906818826762,32.02360326710621,46.35682901035394,,,,,
2021-06-01 18:00:00,36235.28,36479.99,35760.0,35875.57,4317.774876,36739.735,37665.99277738622,35813.47722261378,0.05042267057104365,-40.69587679042161,73.44022126717049,42.66846287643392,0.03351808692038092,20.666310619121926,21.549027013299682,20.17955448698105,11.788695632608036,29.74194823136018,35875.57,,42.66846287643392,,
2021-06-01 19:00:00,35871.69,36300.0,35716.66,36154.77,2880.592451,36700.846,37657.8191144967,35743.8728855033,0.05214992125776615,-63.60830496298149,46.03051483879735,46.15051100335654,0.2146858194197035,19.327115821801968,19.99523074780986,19.17519315475008,27.494206061696808,23.768834987137016,,,,,
2021-06-01 20:00:00,36154.64,36492.89,36087.95,36240.69,2494.576699,36668.919,37643.2824197373,35694.555580262706,0.05314383114142501,-73.9968577060572,22.02503950142794,47.21301741351368,0.280251910465062,18.453714022799787,20.557050589644565,17.793497438162188,32.327363139302136,23.87008827786899,,,,,
2021-06-01 21:00:00,36240.46,36240.49,35726.36,35973.87,3225.508932,36604.922,37585.64758107387,35624.19641892613,0.05358435573630626,-102.52811690164526,-2.8855924668941477,44.29042271251293,0.1782728970376153,17.350832715985895,19.076712601156874,20.312876712908217,17.318250343136288,25.71327318137841,,,,,
2021-06-01 22:00:00,35973.86,36339.6,35873.08,36327.05,1999.820832,36531.359000000004,37340.967780244195,35721.75021975581,0.04432404391220106,-95.59822642760264,-21.428119668558466,48.807672598968146,0.37382239114404225,16.116687904966174,18.77473860855777,18.850973733623064,37.263246899661944,28.96962012736679,,,,,
2021-06-01 23:00:00,36327.05,36474.55,36040.11,36418.77,1772.288919,36492.465500000006,37239.85234101698,35745.07865898303,0.040961159010589415,-81.77688952257449,-33.49787385261576,49.94284811507122,0.45069788765632335,15.234552811396343,18.89719077056139,17.49501601876899,42.433483652761936,32.338326965186724,,,,,
2021-06-02 00:00:00,36418.77,36590.53,36213.8,36433.69,1811.947807,36471.65,37200.05801434944,35743.241985650566,0.03994379274584153,-68.82823163208377,-40.5639455083867,50.13654825748878,0.47394317521759943,14.684373790487445,18.901415822759855,16.23722402991024,43.27452085682088,40.99041713641492,,,,,
2021-06-02 01:00:00,36433.69,36800.0,36428.42,36693.09,2140.033637,36471.055,37198.679491862364,35743.43050813764,0.03990147758886401,-37.24096170028497,-39.89934873925122,53.50518484767678,0.6525752654584888,14.641136380042665,20.010778031843564,15.0704035454087,57.896843291995296,47.86828260052604,,36693.09,,,UP
2021-06-02 02:00:00,36694.85,36900.0,36059.12,36179.39,2792.547517,36442.623999999996,37169.11891909409,35716.1290809059,0.039870615194674074,-52.98398448211083,-42.516275911496535,46.76709911567746,0.31883286924550247,13.668570791682678,18.573408127396057,18.16877686984476,28.939684329199515,43.37034949267189,,,,,DOWN
2021-06-02 03:00:00,36179.38,36299.47,35920.0,36292.17,1757.999958,36393.905,37010.062388283965,35777.74761171603,0.03386047132254512,-55.73040145509003,-45.15910103934137,48.30626622192925,0.41744398271086347,12.931903643968626,17.23981925097799,18.45661150915907,35.297068771138576,40.71119879744446,,,,,
2021-06-02 04:00:00,36292.17,36550.0,36230.0,36268.41,1463.206921,36361.559499999996,36928.413777996764,35794.70522200323,0.031178766026070386,-59.13971805397887,-47.95522445845732,47.991441762199045,0.41783646731116025,12.360452733492533,18.923920386101948,17.13190207528286,33.957722660654085,32.73149192033073,,,,,
2021-06-02 05:00:00,36267.67,36685.0,36267.08,36472.39,1989.76496,36343.6,36868.99732850489,35818.202671495106,0.02891278401175956,-44.88497408899275,-47.34117438172032,50.94710836656775,0.6225643841457044,12.19056897185177,19.433770688431625,15.902697575107705,48.037757437070766,39.09751628962115,,,,,UP
2021-06-02 06:00:00,36472.38,36767.44,36472.38,36665.05,1930.591246,36366.964,36906.42715604748,35827.50084395252,0.02966775868601409,-17.854052836330084,-41.44375005079027,53.62768401765354,0.7762802210479106,12.265789001181776,19.26729305390717,14.762053822815647,80.14518228066339,54.046887459462745,,,,,
2021-06-02 07:00:00,36662.22,36921.0,36487.66,36808.49,2488.19277,36395.813,36965.63282120304,35825.99317879696,0.031312383169077175,14.95756356005586,-30.163487295183224,55.574217784065034,0.8621118331130758,12.766430775168377,20.236168678203224,13.703539666144545,90.65795373399519,72.94696448390978,,,,,
2021-06-02 08:00:00,36808.49,36989.0,36661.53,36734.54,2448.940769,36410.560000000005,37000.07696283802,35821.04303716199,0.032381647677927346,34.600518262603146,-17.210686152909396,54.308537975371166,0.7747842898703973,13.427494030627237,19.89231518269866,12.721197964710939,80.00062876275211,83.60125492580356,,,,,
2021-06-02 09:00:00,36734.54,37400.0,36731.03,37220.0,5591.509934,36441.72900000001,37130.268773537624,35753.18922646239,0.037788534870978115,88.28659651161433,3.8887704200239175,60.64504436298546,1.0651605251511833,15.041174634121262,25.062891601896986,11.809509689353751,89.24499892449988,86.63452714041573,,,,,
2021-06-02 10:00:00,37219.99,37473.29,37065.0,37371.01,3634.601704,36502.032,37292.25393680941,35711.81006319059,0.04329742173309192,141.37783455270983,31.3865832882948,62.392192682189595,1.0498316102869651,16.691207392913835,24.44247220602451,10.963360872302854,94.14515750488006,87.79692839737736,,,,,
2021-06-02 11:00:00,37371.64,37538.07,37169.26,37270.26,3172.904914,36513.56050000001,37342.58413352706,35684.536866472954,0.045409082114961245,173.33100528766226,59.775467722637174,60.46356615227736,0.9563799326085813,18.361697672270225,23.754929602278292,10.178012164047994,83.9152187100224,89.10179171313412,,,,,
2021-06-02 12:00:00,37270.26,37294.54,37042.7,37151.17,2548.990591,36539.2835,37415.00605869146,35663.56094130853,0.047933209127730414,186.89660748512688,85.19969569983054,58.17446385463769,0.8493609328246053,19.270815694446377,22.053619849646676,11.601778508669186,76.0887971472185,84.71639112070699,,,,,
2021-06-02 13:00:00,37148.02,37369.2,36851.45,37203.08,3485.806389,36587.673,37498.90240322926,35676.44359677075,0.04981073287876251,199.53292148726177,108.0663408750857,58.90480026979018,0.8376795117777655,19.241102724944533,20.474457670335912,13.978125913331679,79.29694018182167,79.76698534635419,,,,,
2021-06-02 14:00:00,37203.08,37450.75,37170.38,37276.59,2547.700014,36657.724,37553.73662543741,35761.7113745626,0.04888533862262722,213.01938603488088,129.05694992009361,59.970755367469216,0.845344464146297,19.45540901807244,20.39831374381341,12.9773912745708,83.84000692182642,79.74191475028886,,,,,
2021-06-02 15:00:00,37276.58,37800.0,37058.61,37539.04,5254.229145,36726.9375,37671.88845529377,35781.98654470623,0.05145819497167533,242.08198283761885,151.66195651484065,63.600895210942845,0.9297061638228271,20.506174120534894,24.536717639185486,12.048454790930254,86.11914893617026,83.08536534660612,,,,,
2021-06-02 16:00:00,37539.05,38100.0,37455.0,37853.57,5342.75313,36807.5815,37848.2516815005,35766.9113184995,0.056546512380907174,287.17002482047974,178.76357018675108,67.41477394534856,1.0025552372855688,22.082633031191673,27.74447032252495,11.18614420430458,88.695871559633,86.21834247254321,,,,,
2021-06-02 17:00:00,37853.57,38225.0,37853.56,38040.7,4402.050688,36910.922999999995,38011.74953961469,35810.0964603853,0.059647738400619044,334.14272943720425,209.83940204673272,69.46472742108534,1.013149419705778,23.768886873034177,27.82979781367289,10.38566276679221,90.76190476190462,88.5256417525693,,38040.7,,69.46472742108534,
2021-06-02 18:00:00,38040.69,38200.0,37727.37,37893.57,3948.777877,36989.248999999996,38137.07337543291,35841.42462456708,0.06206259421124858,355.40479594489443,238.95248083377814,65.95162149325247,0.8939282957198604,24.76801501518448,25.838556974625437,11.681271390822598,83.0723420773065,87.51003946628138,,,,,
